"","x","y","LAI","res","siteID","x.1","y.1","optional"
"1",462122.5,3647877.5,0,5,"tall",462122.5,3647877.5,TRUE
"2",462372.5,3647877.5,1.54291951656342,5,"tall",462372.5,3647877.5,TRUE
"3",462622.5,3647877.5,5.09106254577637,5,"tall",462622.5,3647877.5,TRUE
"4",462872.5,3647877.5,4.87722682952881,5,"tall",462872.5,3647877.5,TRUE
"5",463122.5,3647877.5,3.43957185745239,5,"tall",463122.5,3647877.5,TRUE
"6",463372.5,3647877.5,4.77490282058716,5,"tall",463372.5,3647877.5,TRUE
"7",463622.5,3647877.5,0.900013744831085,5,"tall",463622.5,3647877.5,TRUE
"8",463872.5,3647877.5,2.71008372306824,5,"tall",463872.5,3647877.5,TRUE
"9",464122.5,3647877.5,2.67709064483643,5,"tall",464122.5,3647877.5,TRUE
"10",464372.5,3647877.5,2.17487788200378,5,"tall",464372.5,3647877.5,TRUE
"11",464622.5,3647877.5,2.44368982315063,5,"tall",464622.5,3647877.5,TRUE
"12",464872.5,3647877.5,2.92386364936829,5,"tall",464872.5,3647877.5,TRUE
"13",462122.5,3647627.5,1.8882954120636,5,"tall",462122.5,3647627.5,TRUE
"14",462372.5,3647627.5,3.14790654182434,5,"tall",462372.5,3647627.5,TRUE
"15",462622.5,3647627.5,2.23469638824463,5,"tall",462622.5,3647627.5,TRUE
"16",462872.5,3647627.5,2.60850381851196,5,"tall",462872.5,3647627.5,TRUE
"17",463122.5,3647627.5,6.81715488433838,5,"tall",463122.5,3647627.5,TRUE
"18",463372.5,3647627.5,0.404180288314819,5,"tall",463372.5,3647627.5,TRUE
"19",463622.5,3647627.5,6.24333810806274,5,"tall",463622.5,3647627.5,TRUE
"20",463872.5,3647627.5,4.38790273666382,5,"tall",463872.5,3647627.5,TRUE
"21",464122.5,3647627.5,3.73522567749023,5,"tall",464122.5,3647627.5,TRUE
"22",464372.5,3647627.5,2.23083877563477,5,"tall",464372.5,3647627.5,TRUE
"23",464622.5,3647627.5,3.14219498634338,5,"tall",464622.5,3647627.5,TRUE
"24",464872.5,3647627.5,2.5904688835144,5,"tall",464872.5,3647627.5,TRUE
"25",462122.5,3647377.5,1.79061412811279,5,"tall",462122.5,3647377.5,TRUE
"26",462372.5,3647377.5,1.48139941692352,5,"tall",462372.5,3647377.5,TRUE
"27",462622.5,3647377.5,1.64396011829376,5,"tall",462622.5,3647377.5,TRUE
"28",462872.5,3647377.5,0.0689723491668701,5,"tall",462872.5,3647377.5,TRUE
"29",463122.5,3647377.5,3.33831429481506,5,"tall",463122.5,3647377.5,TRUE
"30",463372.5,3647377.5,0,5,"tall",463372.5,3647377.5,TRUE
"31",463622.5,3647377.5,2.30535912513733,5,"tall",463622.5,3647377.5,TRUE
"32",463872.5,3647377.5,3.03778505325317,5,"tall",463872.5,3647377.5,TRUE
"33",464122.5,3647377.5,4.15662956237793,5,"tall",464122.5,3647377.5,TRUE
"34",464372.5,3647377.5,2.56289625167847,5,"tall",464372.5,3647377.5,TRUE
"35",464622.5,3647377.5,2.66586995124817,5,"tall",464622.5,3647377.5,TRUE
"36",464872.5,3647377.5,3.00285673141479,5,"tall",464872.5,3647377.5,TRUE
"37",462122.5,3647127.5,1.71278512477875,5,"tall",462122.5,3647127.5,TRUE
"38",462372.5,3647127.5,2.91057443618774,5,"tall",462372.5,3647127.5,TRUE
"39",462622.5,3647127.5,0.682606339454651,5,"tall",462622.5,3647127.5,TRUE
"40",462872.5,3647127.5,1.48801124095917,5,"tall",462872.5,3647127.5,TRUE
"41",463122.5,3647127.5,7.24334144592285,5,"tall",463122.5,3647127.5,TRUE
"42",463372.5,3647127.5,0.0154440924525261,5,"tall",463372.5,3647127.5,TRUE
"43",463622.5,3647127.5,3.20593070983887,5,"tall",463622.5,3647127.5,TRUE
"44",463872.5,3647127.5,5.5643162727356,5,"tall",463872.5,3647127.5,TRUE
"45",464122.5,3647127.5,3.2648549079895,5,"tall",464122.5,3647127.5,TRUE
"46",464372.5,3647127.5,4.80892276763916,5,"tall",464372.5,3647127.5,TRUE
"47",464622.5,3647127.5,4.42569971084595,5,"tall",464622.5,3647127.5,TRUE
"48",464872.5,3647127.5,1.63488984107971,5,"tall",464872.5,3647127.5,TRUE
"49",462122.5,3646877.5,0.864987552165985,5,"tall",462122.5,3646877.5,TRUE
"50",462372.5,3646877.5,1.79076814651489,5,"tall",462372.5,3646877.5,TRUE
"51",462622.5,3646877.5,0.423940509557724,5,"tall",462622.5,3646877.5,TRUE
"52",462872.5,3646877.5,3.44009566307068,5,"tall",462872.5,3646877.5,TRUE
"53",463122.5,3646877.5,2.97705006599426,5,"tall",463122.5,3646877.5,TRUE
"54",463372.5,3646877.5,4.26780271530151,5,"tall",463372.5,3646877.5,TRUE
"55",463622.5,3646877.5,1.97081184387207,5,"tall",463622.5,3646877.5,TRUE
